Genesymbol_phosphosite,Gene,Log2change,p-value,adj_pvalue
KCD12_S1,KCD12,-0.222782501155699,0.000343,0.00127758711566618
SAV1_S6,SAV1,-0.650173716166755,0.000345,0.00128409656181419
MS3L1_S3,MS3L1,-0.343774591683822,0.000348,0.00129431578947368
DBNL_T3,DBNL,0.862950823387488,0.000349,0.0012961401459854
ZSWM8_S3,ZSWM8,-0.432968243480403,0.000349,0.0012961401459854
RRP8_S7,RRP8,-0.369685129279021,0.000353,0.00131003938730853
SCAFB_S7,SCAFB,-0.406499073648635,0.000356,0.00132020991253644
DTNA_S1,DTNA,-0.801520354639397,0.00036,0.00133407137654771
ARHGC_T1,ARHGC,-1.97484620437429,0.000361,0.00133680349344978
MYOF_S7,MYOF,1.66929051615411,0.000363,0.00134225581395349
VP13D_S6,VP13D,-0.353900473850721,0.000363,0.00134225581395349
DYHC1_S3,DYHC1,-0.336485700015028,0.000365,0.00134867102396514
SMG8_S3,SMG8,-0.495916679818372,0.000366,0.00135040464104424
TM55B_S13,TM55B,0.659221362552795,0.000366,0.00135040464104424
CCDC9_S1,CCDC9,-0.211606919847883,0.000367,0.00135213323678494
RBM15_S3,RBM15,0.687224338042928,0.000367,0.00135213323678494
SFR19_S3_S9,SFR19,-0.99739459890017,0.000369,0.00135753579175705
VIME_S7,VIME,-1.85181226724796,0.000369,0.00135753579175705
NIBL1_S4,NIBL1,1.23003900056793,0.000371,0.00136292274368231
TCP4_S3,TCP4,0.529888381442399,0.000371,0.00136292274368231
VINC_S9,VINC,-1.40344953741879,0.000374,0.00137295238095238
SRRM2_S20,SRRM2,-0.339756075721992,0.000375,0.00137463976945245
TENS1_S11,TENS1,0.910067979699895,0.000375,0.00137463976945245
MORC2_S1,MORC2,-0.568851342063172,0.000378,0.00138463930885529
GOLM1_S3,GOLM1,-2.33747348137793,0.000379,0.00138630625449317
PHC3_T4_T9,PHC3,-0.25115116117811,0.000379,0.00138630625449317
MARCS_S14,MARCS,-0.990077401303914,0.000381,0.00139262068965517
DHB13_S1,DHB13,0.414934343187508,0.000382,0.00139527351040919
NCK2_S3,NCK2,-0.705943434523523,0.000385,0.00140522238163558
LDB1_S3,LDB1,0.936412622293729,0.000386,0.00140685386819484
PUF60_S14,PUF60,0.941912968261949,0.000386,0.00140685386819484
41_S3,41,1.07372118992735,0.000387,0.00140848068669528
SQSTM_S3,SQSTM,1.30004832021459,0.000387,0.00140848068669528
TOP2B_S8,TOP2B,0.616355581036022,0.000391,0.00142202144388849
SASH3_S5,SASH3,-1.04941348756939,0.000393,0.00142827428571429
LSM12_T15,LSM12,0.863617447720577,0.000397,0.00144178158458244
PTPRC_S4,PTPRC,1.06182643179342,0.000407,0.00147704422253923
AKAP2_S4,AKAP2,0.188982540313864,0.000408,0.00147961796151105
IF4G1_S1,IF4G1,-0.50864927970949,0.00041,0.00148581196581197
PHF3_S1,PHF3,-0.726455688002311,0.000413,0.00149561850533808
ZDHC5_S3,ZDHC5,-0.321419375041861,0.000415,0.00150179231863442
ARAP1_S4,ARAP1,0.548761873905466,0.000419,0.00151303903477644
K1C18_S28,K1C18,1.41083076024617,0.000419,0.00151303903477644
PPBT_S11,PPBT,0.462779761083417,0.000419,0.00151303903477644
HAP28_S7,HAP28,-0.493032567720638,0.00042,0.00151557446808511
PEAK1_S5,PEAK1,3.15432488757759,0.000423,0.00152423796033994
SFR15_T1,SFR15,-0.725346367001693,0.000423,0.00152423796033994
EMAL4_S4,EMAL4,0.303898649868217,0.000428,0.00154116348195329
VIGLN_S6,VIGLN,0.656826336776445,0.000429,0.00154367185289958
CHM4A_S6,CHM4A,-0.989553734065606,0.000434,0.00155945762711864
SYWC_S3,SYWC,0.551052810692134,0.000434,0.00155945762711864
RGS14_S1,RGS14,-0.20615403053215,0.000435,0.00156194777699365
RBM7_S3,RBM7,-1.01974594962813,0.00044,0.00157878702397743
CA174_S5,CA174,-0.306604282125393,0.000443,0.00158843128964059
C2CD5_S3,C2CD5,0.65278996752944,0.000444,0.0015886582278481
IASPP_S3,IASPP,-1.01324921334605,0.000444,0.0015886582278481
LSP1_S8,LSP1,-0.947558329568289,0.000444,0.0015886582278481
CTGE5_S9,CTGE5,1.07385569745813,0.000445,0.00159
MIA2_S9,MIA2,1.07385569745813,0.000445,0.00159
TBCD5_S5,TBCD5,-0.14128679643817,0.000446,0.00159245473684211
CDK18_S3,CDK18,1.38107177512395,0.000448,0.00159847405329593
NEST_T8,NEST,-1.70816808459413,0.000451,0.00160805045550105
K1671_S2,K1671,-0.316156353317045,0.000452,0.00161048739495798
CALM_T25,CALM,0.984492258376582,0.000455,0.00162004198740378
LIPB2_S5,LIPB2,-0.898848263729332,0.000457,0.00162602517482517
RHG04_S17,RHG04,1.07489191065442,0.000458,0.00162844444444444
K2C8_S7,K2C8,0.964334454931678,0.00046,0.00163441340782123
SPS2L_S2,SPS2L,-0.475050035333276,0.000462,0.00164037404047453
ARFP1_S5,ARFP1,-0.651215661325356,0.000463,0.00164277824267782
A16L2_S3,A16L2,-0.748745866684351,0.000464,0.00164517909407665
MTX3_S15,MTX3,0.498853035119359,0.000477,0.00169009470752089
K2C8_S9,K2C8,2.22728660933442,0.000479,0.00169482058414465
TCAL3_S23,TCAL3,-0.109855920252463,0.000479,0.00169482058414465
VPS50_S8,VPS50,-0.449869793416666,0.000483,0.00170778596247394
PJA2_S13,PJA2,-0.347432800504594,0.000487,0.00172073333333333
VASP_S3,VASP,0.0351770883960404,0.000488,0.00172307009021513
PKHA6_S14,PKHA6,-0.464658435593932,0.00049,0.00172893203883495
AAPK1_S3,AAPK1,-0.859494967888688,0.000491,0.00173125987525988
RRBP1_T4,RRBP1,-1.36147878132572,0.000495,0.00174415512465374
AGFG1_S2,AGFG1,-0.359467789618684,0.000496,0.00174646920415225
LAP2A_T26,LAP2A,0.946447839970416,0.000504,0.00177218521078093
LAP2B_T26,LAP2B,0.946447839970416,0.000504,0.00177218521078093
LIMK1_S3,LIMK1,0.425314281144785,0.000509,0.00178853038674033
SC24B_S6,SC24B,-0.710888437918981,0.00051,0.00179080745341615
UBP8_T4,UBP8,0.309698260200378,0.000515,0.00180711724137931
HUTH_S11,HUTH,-0.821203237072595,0.000516,0.0018093783597519
F117B_S2,F117B,-0.464729962447173,0.000519,0.00181739298004129
XAF1_S3,XAF1,0.431471068744328,0.000519,0.00181739298004129
MIEAP_S3,MIEAP,-0.764683599863357,0.000521,0.0018231416781293
AHNK_S16,AHNK,-0.812301227544142,0.000527,0.00184287010309278
SASH1_S3,SASH1,1.04420742965818,0.00053,0.00185208791208791
ABLM3_S3,ABLM3,0.950090449251485,0.000532,0.00185780096087852
CY24A_T8,CY24A,1.41114300835375,0.000534,0.00186350617283951
PAK1_S3,PAK1,1.19738608816098,0.000535,0.00186443835616438
ROBO1_S4,ROBO1,0.858267680506548,0.000535,0.00186443835616438
EIF3C_S3,EIF3C,-0.896825131841095,0.000537,0.00186884815321477
EIFCL_S3,EIFCL,-0.896825131841095,0.000537,0.00186884815321477
TRAM1_S18,TRAM1,1.27823129043373,0.000541,0.00188148188653452
LRRF1_S3,LRRF1,0.356625886367169,0.000547,0.00190104918032787
CSPG2_S9,CSPG2,0.0411477411613266,0.000557,0.0019344819112628
EMAL3_S3,EMAL3,-0.381737752118566,0.000559,0.0019401036834925
SGPP1_S2,SGPP1,-0.775005356840562,0.000563,0.00195265439672802
USO1_S16,USO1,0.811346564565805,0.000565,0.00195825613079019
S13A5_S5,S13A5,0.78328818719296,0.000567,0.00196385023825732
TCOF_S14,TCOF,-0.148133036713465,0.00057,0.00197289795918367
AGT2_S3,AGT2,-2.00664903058842,0.000576,0.00199095652173913
RB6I2_T2,RB6I2,0.746838023303494,0.000576,0.00199095652173913
PPR18_S2,PPR18,-0.707695460579077,0.000585,0.00202069246435845
TMM11_S5,TMM11,-0.613676306597992,0.000589,0.0020331289009498
ARHG5_S13,ARHG5,1.0077570502677,0.000591,0.00203726829268293
TNS2_S5,TNS2,0.748579777096748,0.000591,0.00203726829268293
CPNE3_S2,CPNE3,-1.03112080129895,0.000597,0.00205516644113667
SRRM2_S1,SRRM2,-0.633455448732986,0.000597,0.00205516644113667
CTND1_S4,CTND1,-0.872835646500589,6e-04,0.0020634953951675
CROCC_S3_S12,CROCC,-0.651129065839033,0.000600230578783,0.0020634953951675
DDX17_S29,DDX17,-0.508347667963794,0.000604,0.00207365182186235
UCK1_S3,UCK1,-0.736858911454178,0.000604,0.00207365182186235
MAP4_T4,MAP4,-2.31248326720721,0.000611,0.00209626972353338
MLF2_S9,MLF2,0.87142099358723,0.000612,0.00209828571428571
AGAP3_S6,AGAP3,-0.746957417267807,0.000615,0.00210715151515151
PEA15_S16,PEA15,3.03589662805318,0.000618,0.00211458238063214
RBP2_S7,RBP2,-0.400788984482509,0.000618,0.00211458238063214
WIPF1_S3,WIPF1,0.408807053173059,0.00062,0.00212
MDHC_S3,MDHC,-0.506320166917044,0.000622,0.00212541034251175
2A5E_S1,2A5E,0.488213304646145,0.000625,0.00213422818791946
EMAL4_S3,EMAL4,0.502579044758283,0.000628,0.00214303420523139
K1109_S3,K1109,-0.282979755310051,0.000636,0.0021674266577361
VPS4B_S14,VPS4B,-0.866805157447819,0.000636,0.0021674266577361
ARG28_S1,ARG28,0.797297385077047,0.000638,0.00217278714859438
CHSTD_S3,CHSTD,-0.551126992793767,0.00064,0.00217814046822742
EPS8_S3,EPS8,0.589452189225124,0.000645,0.00219368983957219
ABLM3_S4,ABLM3,0.438051799426424,0.000648,0.00220095060080107
NCOA2_S3,NCOA2,-0.643136557514747,0.000648,0.00220095060080107
S2546_S8,S2546,-0.45305295823537,0.000654,0.00221984789859907
S4A4_S3,S4A4,-0.526111891861492,0.000658,0.002231936
M3K3_S3,M3K3,0.671417292739899,0.00066,0.00223722851432378
FOXK1_S3,FOXK1,-1.70456717067313,0.000661,0.00223912649800266
PGAM1_S1,PGAM1,-0.215205049605873,0.000662,0.00223953191489362
PGAM4_S1,PGAM4,-0.215205049605873,0.000662,0.00223953191489362
TNS2_S9,TNS2,-0.753152601188327,0.000663,0.00224142458471761
MTSSL_S3,MTSSL,0.619747778929277,0.000666,0.00225007171314741
CGNL1_S5,CGNL1,-2.34842789052175,0.000669,0.00225720954907162
K2C8_T17_S18,K2C8,0.824980633871066,0.000669,0.00225720954907162
HBD_T9,HBD,2.54467149390568,0.000671,0.00226245725646123
FA83H_S3,FA83H,0.698704120967999,0.000673,0.00226769801324503
CC88B_S6,CC88B,1.03570629952986,0.000674,0.00226956452680344
HERC1_S1,HERC1,-0.542262388234239,0.000678,0.00228152380952381
HNRPU_S1,HNRPU,-0.647148875743178,0.000679,0.00228337871777925
KNG1_S8,KNG1,0.953283229543583,0.000685,0.00230203434610304
IQGA2_S3,IQGA2,0.783622746530198,0.000692,0.0023224907651715
LIMA1_S13,LIMA1,0.0830887690584442,0.000692,0.0023224907651715
ALG3_S1,ALG3,-0.695178394064065,0.000694,0.0023276677653263
GBG12_S3,GBG12,-0.552555230785977,0.000696,0.00233283794466403
K1671_S4,K1671,-0.539951514672167,0.000703,0.00235474917709019
OXR1_T5,OXR1,0.553747893109825,0.000704,0.00235654736842105
MYCPP_S3,MYCPP,-0.334150689814394,0.000705,0.00235834319526627
C2CD2_S5,C2CD2,0.826208805978879,0.000709,0.00236860932370322
SC31A_S5,SC31A,-0.249652287927654,0.000709,0.00236860932370322
PKHG3_S3,PKHG3,0.933506782392057,0.000711,0.00237373228346457
ATLA1_S4,ATLA1,-0.852258580283747,0.000713,0.00237884852459016
CDK12_T3,CDK12,-0.293509621315164,0.000714,0.00238062385321101
NFIC_S7,NFIC,-0.701881056871865,0.000716,0.00238572888015717
DPYL2_S10,DPYL2,0.481173020160093,0.000725,0.00241413612565445
TRIPC_S3,TRIPC,-0.31928749913038,0.000727,0.00241921255722695
F263_S3,F263,0.580892421497484,0.000728,0.00241937557152188
MAP1B_S11,MAP1B,-1.70901929531305,0.000728,0.00241937557152188
MCMBP_S3,MCMBP,-0.319304472533524,0.000733,0.00243440208877285
SCAF8_S14,SCAF8,-0.54600720989754,0.000736,0.00244117861799218
TENS1_Y4,TENS1,-0.639068215425828,0.000736,0.00244117861799218
NOLC1_S5,NOLC1,-2.15155988835468,0.000742,0.00245947622149837
SCRIB_S2,SCRIB,-1.21013797269068,0.000745,0.0024678125
ELF2_S2,ELF2,-1.79094212304384,0.000746,0.00246951724137931
AKAP2_S6,AKAP2,0.348610426719336,0.000747,0.00247121976592978
ZC3HD_T4,ZC3HD,-0.707010439114907,0.000749,0.0024762261208577
PALM3_S7,PALM3,0.91424908846985,0.000755,0.00249282284231019
T2FA_T7,T2FA,-0.582150582376041,0.000755,0.00249282284231019
RHG25_S2,RHG25,0.501012364195284,0.000769590274595,0.00253934845469479
EVA1A_T4,EVA1A,1.46353535832324,0.000772,0.002544
EVA1B_T4,EVA1B,1.46353535832324,0.000772,0.002544
ABLM1_S8,ABLM1,-0.104101900145732,0.000773,0.002544
APC_S12,APC,0.59838400120796,0.000773,0.002544
EXOC1_T2,EXOC1,-0.908750081701447,0.000775,0.00254892704970949
PAIRB_S3,PAIRB,0.460630714015047,0.000776,0.00254892704970949
TBCD5_S7,TBCD5,-0.508757096506385,0.000776,0.00254892704970949
TRI33_S3,TRI33,-0.960111355040846,0.000778,0.00255384774193548
NUCKS_S4,NUCKS,-0.674610763948217,0.00078,0.00255876208897485
EP15R_S13,EP15R,0.245579046805353,0.000803,0.00263251546391753
NUCKS_S11,NUCKS,1.85710419366436,0.000811,0.00265703026400515
HMGA1_S6,HMGA1,0.861992985407263,0.000812,0.00265859459459459
SQSTM_S5,SQSTM,1.25421676772174,0.000814,0.00266327552986512
BIG1_S3,BIG1,-1.2404663132609,0.000815,0.00266327552986512
SEPT9_S12,SEPT9,1.04605636389069,0.000815,0.00266327552986512
MAP1S_S10,MAP1S,0.284543569592753,0.00082,0.00267789473684211
ALDOA_S3,ALDOA,-0.690759923511779,0.000822,0.00268234932821497
KTN1_S12,KTN1,0.625129672495303,0.000823,0.00268234932821497
MA7D1_S3_S6,MA7D1,-0.244117128567384,0.000823,0.00268234932821497
MON1A_S1,MON1A,-0.33995315612723,0.000824,0.00268234932821497
RBM4_S7,RBM4,-0.532566386089046,0.000824,0.00268234932821497
FAS_S3,FAS,-2.34454207027855,0.000826,0.00268714066496164
SHAN3_T11,SHAN3,0.70913568917611,0.000827,0.00268867476038339
MATR3_S3,MATR3,-0.643349138070552,0.00083,0.00269670498084291
POGZ_S16,POGZ,-0.360062955157592,0.000835,0.00271121888959796
KS6C1_S5,KS6C1,-0.651676116634352,0.000839,0.0027224693877551
RAB7A_S2,RAB7A,-2.31109677952178,0.000841,0.00272721988527725
CE170_S5,CE170,0.611787586617629,0.000842,0.00272848854961832
ADH1B_S7,ADH1B,0.499547331288123,0.000843,0.00272848854961832
PPIG_S4,PPIG,-0.095712696027722,0.000843,0.00272848854961832
CDN1B_S9,CDN1B,-0.281440236739985,0.000844,0.00272998855689765
FKB15_S3,FKB15,-0.0601881279000308,0.000849,0.00274416243654822
K2C8_S2,K2C8,0.449524141881825,0.00085,0.00274416243654822
K2C8_S20,K2C8,0.950525740762275,0.00085,0.00274416243654822
TBCD4_S5,TBCD4,0.500761775482079,0.000858,0.00276823335447051
CYLD_S13,CYLD,0.751517000167454,0.00086,0.00277292775665399
3BP2_S1,3BP2,-0.43124554180774,0.000861,0.00277439392020266
LAR1B_S5,LAR1B,-0.716847603711735,0.000866,0.00278873924050633
ZMYM4_S6,ZMYM4,0.565242838971062,0.000867,0.0027901935483871
NU214_S1,NU214,-0.334507638025967,0.000869,0.00279486219974716
SSRG_S3,SSRG,-0.440693922647688,0.000870940728531,0.00279933444520892
XRN2_S21,XRN2,0.431996186290462,0.000872,0.0028009696969697
CING_S9,CING,-0.213280507987458,0.000876,0.0028120429022082
IF4G1_S6,IF4G1,1.60431943998713,0.000878,0.00281668600252207
BHMT1_S3,BHMT1,-0.793575206632413,0.000879,0.00281811720226843
MAP4_S1,MAP4,1.7078113554625,0.000886,0.00283698426683449
RRBP1_S5,RRBP1,-1.29616017761147,0.000886,0.00283698426683449
AAKB2_S2,AAKB2,-0.896114002729167,0.000888,0.0028416
NHRF1_S10,NHRF1,1.12312191861905,0.000897,0.00286859585166562
HBA_S3,HBA,1.28744035006916,0.000902,0.00288277386934673
ITPR1_S3,ITPR1,-0.45975533845008,0.000904,0.00288735216572505
CASS4_S3,CASS4,0.654513417558064,0.000906,0.00289192471769134
SQSTM_S21,SQSTM,1.38030735930729,0.000907,0.00289286412022542
SHOT1_S1,SHOT1,-0.501658264721471,0.000908,0.00289286412022542
TB182_S2,TB182,-0.698189556759365,0.000908,0.00289286412022542
HECD4_T4,HECD4,-0.572805011437741,0.000909,0.00289423779724656
SAMN1_S3,SAMN1,2.04090247768322,0.000916,0.00291470168855535
KPBB_S6,KPBB,1.84520193267765,0.000919,0.00292059462835728
MVD1_S2,MVD1,-0.735639044495427,0.000919,0.00292059462835728
MAP1A_T7,MAP1A,0.0565005516105228,0.000925,0.00293782771535581
POTEI_Y1,POTEI,0.278085944089305,0.000928,0.00294551715533375
TRIP6_S7,TRIP6,0.648912926719765,0.000946,0.00300077805486284
KS6A1_S3,KS6A1,0.545097454629109,0.000955,0.00302367143746111
KS6A3_S3,KS6A3,0.545097454629109,0.000955,0.00302367143746111
KS6A6_S3,KS6A6,0.545097454629109,0.000955,0.00302367143746111
CRTC1_S7,CRTC1,0.444980229840335,0.000956,0.0030249552238806
DDA1_S3,DDA1,-0.594120029303509,0.000964,0.00304837290242387
AFAD_S11,AFAD,1.78464093903706,0.000966,0.0030528
K2C8_S10,K2C8,2.99408389380009,0.000973,0.00307301303538175
CLAP1_T6,CLAP1,0.586421200880043,0.000975,0.00307741935483871
MATR3_S1,MATR3,-1.08213053412178,0.000977,0.00308182021078735
INT10_S19,INT10,0.757187775100544,0.000983,0.00309882527881041
AT2B4_T7,AT2B4,0.521385289971786,0.000989,0.00311388118811881
CNKR3_S3,CNKR3,0.778756127840758,0.000989,0.00311388118811881
AFAD_S2,AFAD,-0.424989423410614,0.00099,0.00311510204081633
ZNRF2_S7,ZNRF2,-0.34326827595037,0.000997,0.0031351891223733
HNRL1_S26,HNRL1,0.0611788809270355,0.001,0.00314074074074074
NGEF_S5,NGEF,1.87165820263599,0.001,0.00314074074074074
CD2B2_S8,CD2B2,0.551167812705423,0.00102,0.00318585635359116
DCLK1_S3,DCLK1,1.19859038870824,0.00102,0.00318585635359116
DTX3L_S4,DTX3L,-0.13253230160482,0.00102,0.00318585635359116
KCD12_S7,KCD12,0.957737350095057,0.00102,0.00318585635359116
KMT2A_S5,KMT2A,-0.0101021559415608,0.00102,0.00318585635359116
PARP4_T2,PARP4,0.585900293847824,0.00102,0.00318585635359116
TCEA1_S6,TCEA1,-1.05663443186338,0.00102,0.00318585635359116
TR150_S6,TR150,-0.061574165769714,0.00102,0.00318585635359116
VCIP1_S2,VCIP1,-0.45544819396304,0.00102,0.00318585635359116
GCP60_S9,GCP60,-0.4619665582427,0.00104,0.00324036742192284
KPCD_T3,KPCD,-0.458630842784955,0.00104,0.00324036742192284
MARCS_S6,MARCS,-0.533992843984832,0.00104,0.00324036742192284
SI1L1_S2,SI1L1,-0.51916563869594,0.00104,0.00324036742192284
AHNK_S5_S16,AHNK,1.12812529005976,0.00105,0.00326353084911423
K2C8_S22,K2C8,-0.764425229426865,0.00105,0.00326353084911423
MPRIP_S6,MPRIP,-0.732797487591061,0.00105,0.00326353084911423
MVP_S12,MVP,0.664778334612126,0.00105,0.00326353084911423
SASH3_S1,SASH3,1.18841078145688,0.00105735861277,0.00328439598398886
MAP1A_S8,MAP1A,-0.509117630802582,0.00106,0.00328858536585366
PCIF1_S15,PCIF1,0.46749306220836,0.00106,0.00328858536585366
FYV1_S3,FYV1,0.730740442635758,0.00108,0.00334655298416565
RB12B_S8,RB12B,-0.650297638874779,0.00108,0.00334655298416565
DHB4_T5,DHB4,-0.695327227811846,0.00109,0.00336933171324423
NFAC4_Y2,NFAC4,-0.666251848513569,0.00109,0.00336933171324423
RTN4_S3,RTN4,0.629160455590013,0.00109,0.00336933171324423
TPC10_S7,TPC10,0.741274952288148,0.00109,0.00336933171324423
PGRC1_Y11,PGRC1,3.19395373474361,0.0011,0.00339611650485437
SRRM2_S11_T20,SRRM2,-0.271922160659536,0.0011,0.00339611650485437
AACT_T12,AACT,1.23991542861323,0.00112,0.00343700844390832
ABLM1_T1,ABLM1,-0.645922265664619,0.00112,0.00343700844390832
CTGE5_S5,CTGE5,0.548425865232749,0.00112,0.00343700844390832
DEN5B_S3,DEN5B,-0.0828059167765432,0.00112,0.00343700844390832
MIA2_S5,MIA2,0.548425865232749,0.00112,0.00343700844390832
OTUD5_S2,OTUD5,0.581053959322191,0.00112,0.00343700844390832
SRRM1_T1,SRRM1,-0.281167825907007,0.00112,0.00343700844390832
SSFA2_S1,SSFA2,0.29865080367233,0.00112,0.00343700844390832
TB22B_S3,TB22B,0.445325649426594,0.00112,0.00343700844390832
WDR44_S8,WDR44,0.261457962148722,0.00112,0.00343700844390832
GMPR2_S3,GMPR2,-0.536426273898437,0.00113,0.00345935018050541
RLA2_S6,RLA2,-1.1602418907414,0.00113,0.00345935018050541
SSRP1_S3,SSRP1,-2.41451970350106,0.00113,0.00345935018050541
SYNP2_S8,SYNP2,0.517944866343551,0.00113,0.00345935018050541
RFTN1_S5,RFTN1,-0.37540300062409,0.00114,0.00348786530366807
AKP13_S1,AKP13,1.22135318132526,0.00115,0.00351634615384615
PKP2_T1,PKP2,-1.05871953737539,0.00116,0.00354266506602641
ZO2_S3,ZO2,-1.12984683123037,0.00116,0.00354266506602641
MYPT1_T1,MYPT1,-0.842049135803536,0.00117,0.00356892086330935
TOP2B_S5,TOP2B,0.856802684570344,0.00117,0.00356892086330935
ALS2_S11,ALS2,0.449403106520524,0.00118,0.00359081339712919
LMO7_S3,LMO7,0.293320420488037,0.00118,0.00359081339712919
PLEC_S9,PLEC,0.289555590111564,0.00118,0.00359081339712919
ZBT7A_S8,ZBT7A,0.706443882215602,0.00118,0.00359081339712919
DAP1_S4,DAP1,0.295449564438036,0.00119,0.00361907949790795
A16L1_S1,A16L1,0.866873229212382,0.00121,0.00367770609318996
NU214_S3,NU214,0.535293103789054,0.00122,0.0037036754176611
PML_S5,PML,-1.14664511724447,0.00122,0.0037036754176611
DPYL3_T13,DPYL3,-0.885714956360068,0.00123,0.00372736152471709
TENS1_S14,TENS1,0.64726057552889,0.00123,0.00372736152471709
TOE1_S4,TOE1,-0.188510621709068,0.00123,0.00372736152471709
GOGB1_S3,GOGB1,-0.31957173243371,0.00124,0.00374873440285205
IF16_S10,IF16,0.579341981749908,0.00124,0.00374873440285205
MLTK_S2,MLTK,0.54555599537897,0.00124,0.00374873440285205
SHIP1_S7,SHIP1,-0.720922419692133,0.00124,0.00374873440285205
IWS1_S3,IWS1,-0.959017234841893,0.00125,0.00377672209026128
AKA12_S1,AKA12,-0.801913064040717,0.00127,0.00382805687203791
ARHGG_S16,ARHGG,0.571086383239255,0.00127,0.00382805687203791
GRB14_S3,GRB14,0.444527226696726,0.00127,0.00382805687203791
TTC7A_S3,TTC7A,-0.184423326810996,0.00127,0.00382805687203791
FLNA_S7,FLNA,-0.790117887571705,0.00128,0.00385591474245116
NDRG2_S2,NDRG2,-1.09324967585098,0.00129,0.00388373964497041
NFIA_S10,NFIA,0.959105354910788,0.0013,0.00391153163808397
DOCK6_S6,DOCK6,0.80401267326304,0.00131,0.0039323185840708
NIBL1_S7_S11,NIBL1,0.544362512887521,0.00131,0.0039323185840708
TENS1_S7,TENS1,-1.04805877113258,0.00131,0.0039323185840708
TPD54_S6,TPD54,0.555908426673139,0.00131,0.0039323185840708
PAK2_S14,PAK2,0.65706662749295,0.00132,0.0039576664702416
WDR44_S3,WDR44,0.559878333574774,0.00132,0.0039576664702416
BIN2_S1,BIN2,0.799170874076638,0.00133,0.00397827160493827
K1C19_S11,K1C19,1.13339708332688,0.00133,0.00397827160493827
PARD3_S3,PARD3,0.678643250543784,0.00133,0.00397827160493827
UBP5_S7,UBP5,-0.415094136472645,0.00133,0.00397827160493827
STML2_S4,STML2,1.23258383302844,0.00134,0.00400582843713279
PYGL_S3,PYGL,0.324369997847905,0.00135,0.00403335290663535
NFIX_S1,NFIX,-0.561334186572497,0.00136,0.00406084507042254
CTL3_S7,CTL3,0.971363215969688,0.00137,0.00408351493848858
PRP4B_Y18,PRP4B,0.362523148890105,0.00137,0.00408351493848858
SNX17_S4,SNX17,0.186524066932493,0.00137,0.00408351493848858
RGPS2_S1,RGPS2,-0.706461791205727,0.00138,0.00411091334894614
LASP1_S3,LASP1,-1.50520600191007,0.00139,0.00413102803738318
MP2K1_S17,MP2K1,0.663731364404222,0.00139,0.00413102803738318
MP2K2_S17,MP2K2,0.663731364404222,0.00139,0.00413102803738318
RHDF2_S1,RHDF2,0.663317340246373,0.00139,0.00413102803738318
AR6P4_S11,AR6P4,0.391069831730288,0.0014,0.0041558926487748
SUN2_S20,SUN2,1.35339439838129,0.0014,0.0041558926487748
ACKR3_S8,ACKR3,0.944536407781505,0.00141,0.00417826441467676
P4R3A_S18,P4R3A,0.0665134781611914,0.00141,0.00417826441467676
TTC7B_S6,TTC7B,-0.250742134845713,0.00141,0.00417826441467676
OCLN_S14,OCLN,-0.10112475277802,0.00142,0.00420544819557625
CWC25_S3,CWC25,-0.897811135221026,0.00143,0.00422768158047647
HXB3_T2_S3,HXB3,0.902065573422429,0.00143,0.00422768158047647
UH1BL_S3,UH1BL,1.04494065144295,0.00143,0.00422768158047647
SNIP1_S5,SNIP1,0.0646158958707189,0.00144,0.00425477351916376
AKAP2_T8,AKAP2,0.533795709718705,0.00145,0.00427935034802784
HN1_S4,HN1,-0.447791184643113,0.00145,0.00427935034802784
CENPA_S3,CENPA,-0.371372940930549,0.00146,0.00429888888888889
FL2D_S12,FL2D,-0.561181123157911,0.00146,0.00429888888888889
IKKB_S2,IKKB,-0.760199669592723,0.00146,0.00429888888888889
SPT5H_S14,SPT5H,0.607785085432758,0.00146,0.00429888888888889
HDGF_S6,HDGF,-0.398732338495598,0.00148,0.00435273988439306
PALM3_S6,PALM3,-0.533680801229554,0.00148,0.00435273988439306
AKTS1_S6,AKTS1,-0.720788055305947,0.00149,0.00437709006928406
NCBP3_S4,NCBP3,0.496860510855914,0.00149,0.00437709006928406
TCEA3_S14,TCEA3,-1.42331887471379,0.0015,0.00440392383150606
PKHA6_S1,PKHA6,-0.479927413584982,0.00152,0.00445493087557604
RS6_S3_S7,RS6,1.00778653485057,0.00152,0.00445493087557604
S38AA_S8,S38AA,-0.333828177796005,0.00152,0.00445493087557604
CLIP1_T5,CLIP1,-0.971365556449743,0.00153,0.00447393103448276
CLIP2_T5,CLIP2,-0.971365556449743,0.00153,0.00447393103448276
H1X_S8,H1X,0.406074072340456,0.00153,0.00447393103448276
PKN2_T3,PKN2,0.568154755612365,0.00153,0.00447393103448276
CTGE5_S4,CTGE5,0.601931153875304,0.00154,0.00449284403669725
MIA2_S4,MIA2,0.601931153875304,0.00154,0.00449284403669725
SASH1_S1,SASH1,-0.701097294035297,0.00154,0.00449284403669725
VINC_S13,VINC,-0.806209252278697,0.00154,0.00449284403669725
AFTIN_S8,AFTIN,-0.522030589903531,0.00155,0.00451942693409742
SP100_S12,SP100,-0.58660321335809,0.00158,0.00460361823204554
IF4B_S10,IF4B,-0.479737376309054,0.001580684168904,0.00460361823204554
FARP1_S22,FARP1,-0.485175501422012,0.00161,0.00468096
RAIN_S3,RAIN,0.594934573310665,0.00161,0.00468096
TNS2_Y4,TNS2,0.614448129512846,0.00161,0.00468096
